,Zeit,FahrradbrueckeFahrradbruecke,FahrradbrueckeFahrradbruecke stadteinwärts Fahrräder,FahrradbrueckeFahrradbruecke stadtauswärts Fahrräder,Symbol Wetter,Temperatur (°C),Gefühlte Temperatur (°C),Regen (mm),
,2021-07-05 22:00:00,264,105,159,Leicht bewölkt,18,18,0,
,2021-07-05 23:00:00,125,51,74,Leicht bewölkt,16,16,0,
,2021-07-06 00:00:00,69,37,32,Leicht bewölkt,13,13,0,
,2021-07-06 01:00:00,23,9,14,Leicht bewölkt,13,13,0,
,2021-07-06 02:00:00,14,4,10,Leicht bewölkt,13,13,0,
,2021-07-06 03:00:00,5,2,3,Leicht bewölkt,13,13,0,
,2021-07-06 04:00:00,13,10,3,Leicht bewölkt,15,15,0,
,2021-07-06 05:00:00,61,39,22,Leicht bewölkt,16,16,0,
,2021-07-06 06:00:00,230,133,97,Leicht bewölkt,18,18,0,
,2021-07-06 07:00:00,994,651,343,Leicht bewölkt,20,20,0,
,2021-07-06 08:00:00,941,547,394,Sonnig,22,22,0,
,2021-07-06 09:00:00,796,449,347,Sonnig,24,25,0,
,2021-07-06 10:00:00,645,346,299,Sonnig,25,26,0,
,2021-07-06 11:00:00,791,404,387,Leicht bewölkt,27,27,0,
,2021-07-06 12:00:00,910,409,501,Leicht bewölkt,28,29,0,
,2021-07-06 13:00:00,1068,457,611,Leicht bewölkt,28,29,0,
,2021-07-06 14:00:00,850,394,456,Leicht bewölkt,29,29,0,
,2021-07-06 15:00:00,984,489,495,Leicht bewölkt,29,30,0,
,2021-07-06 16:00:00,824,366,458,Leicht bewölkt,28,30,0,
,2021-07-06 17:00:00,788,337,451,Leicht bewölkt,28,30,0.1,
,2021-07-06 18:00:00,784,371,413,Leicht bewölkt,27,30,0.2,
,2021-07-06 19:00:00,507,217,290,Leicht bewölkt,26,29,0.1,
,2021-07-06 20:00:00,351,157,194,Stellenweiser Regenfall,25,28,0.3,
,2021-07-06 21:00:00,187,77,110,Stellenweiser Regenfall,24,27,0.4,
,2021-07-06 22:00:00,152,52,100,Stellenweiser Regenfall,21,21,0.2,
,2021-07-06 23:00:00,146,62,84,Mäßiger bis starker Regenschauer,19,19,1.3,
,2021-07-07 00:00:00,98,39,59,Mäßiger bis starker Regenschauer,17,17,2.6,
,2021-07-07 01:00:00,27,10,17,Mäßiger bis starker Regenschauer,16,16,1.3,
,2021-07-07 02:00:00,4,3,1,Mäßiger bis starker Regenschauer,16,16,1,
,2021-07-07 03:00:00,6,4,2,Mäßiger bis starker Regenschauer,16,16,1.3,
,2021-07-07 04:00:00,11,7,4,Mäßiger bis starker Regenschauer,16,16,0.7,
,2021-07-07 05:00:00,40,24,16,Leichter Regenfall,16,16,0.3,
,2021-07-07 06:00:00,165,97,68,Leichter Regenfall,16,16,0.4,
,2021-07-07 07:00:00,731,456,275,Leichter Regenfall,16,16,0.2,
,2021-07-07 08:00:00,603,328,275,Nebel,16,16,0.1,
,2021-07-07 09:00:00,447,253,194,Nebel,16,16,0.2,
,2021-07-07 10:00:00,321,178,143,Nebel,17,17,0.1,
,2021-07-07 11:00:00,361,165,196,Nieselregen,17,17,0.1,
,2021-07-07 12:00:00,528,248,280,Nieselregen,18,18,0.1,
,2021-07-07 13:00:00,702,334,368,Nieselregen,18,18,0,
,2021-07-07 14:00:00,545,265,280,Bewölkt,18,18,0,
,2021-07-07 15:00:00,676,325,351,Bewölkt,19,19,0,
,2021-07-07 16:00:00,745,372,373,Bewölkt,18,18,0,
,2021-07-07 17:00:00,811,404,407,Stellenweiser Regenfall,17,17,0,
,2021-07-07 18:00:00,785,342,443,Stellenweiser Regenfall,16,16,0,
,2021-07-07 19:00:00,527,227,300,Stellenweiser Regenfall,15,15,0,
,2021-07-07 20:00:00,518,251,267,Stellenweiser Regenfall,13,13,0,
,2021-07-07 21:00:00,277,125,152,Stellenweiser Regenfall,12,12,0,
,2021-07-07 22:00:00,180,81,99,Stellenweiser Regenfall,12,12,0,
,2021-07-07 23:00:00,179,63,116,Leicht bewölkt,12,12,0.6,
,2021-07-08 00:00:00,107,31,76,Leicht bewölkt,12,12,1.1,
,2021-07-08 01:00:00,61,7,54,Leicht bewölkt,12,13,0.6,
,2021-07-08 02:00:00,15,2,13,Mäßiger Regenfall,13,13,0.3,
,2021-07-08 03:00:00,12,5,7,Mäßiger Regenfall,14,14,0.4,
,2021-07-08 04:00:00,5,1,4,Mäßiger Regenfall,14,14,0.2,
,2021-07-08 05:00:00,35,19,16,Nieselregen,15,15,0,
,2021-07-08 06:00:00,152,88,64,Nieselregen,15,15,0,
,2021-07-08 07:00:00,573,340,233,Nieselregen,16,16,0,
,2021-07-08 08:00:00,540,277,263,Leichter Nebel,16,16,0,
,2021-07-08 09:00:00,464,273,191,Leichter Nebel,17,17,0,
,2021-07-08 10:00:00,252,134,118,Leichter Nebel,17,17,0,
,2021-07-08 11:00:00,288,137,151,Stellenweiser Regenfall,17,17,0,
,2021-07-08 12:00:00,353,141,212,Stellenweiser Regenfall,17,17,0,
,2021-07-08 13:00:00,406,142,264,Stellenweiser Regenfall,16,16,0,
,2021-07-08 14:00:00,463,217,246,Bewölkt,16,16,0.3,
,2021-07-08 15:00:00,659,340,319,Bewölkt,16,16,0.4,
,2021-07-08 16:00:00,727,382,345,Bewölkt,15,15,0.2,
,2021-07-08 17:00:00,749,369,380,Leichter Regenschauer,15,15,1.2,
,2021-07-08 18:00:00,504,199,305,Leichter Regenschauer,15,14,1.6,
,2021-07-08 19:00:00,284,106,178,Leichter Regenschauer,14,14,0.8,
,2021-07-08 20:00:00,205,81,124,Mäßiger Regenfall,14,14,1.2,
,2021-07-08 21:00:00,120,57,63,Mäßiger Regenfall,14,13,1.6,
,2021-07-08 22:00:00,92,24,68,Mäßiger Regenfall,13,13,0.8,
,2021-07-08 23:00:00,67,23,44,Mäßiger Regenfall,13,13,0.7,
,2021-07-09 00:00:00,34,12,22,Mäßiger Regenfall,13,13,1.5,
,2021-07-09 01:00:00,22,11,11,Mäßiger Regenfall,13,13,0.7,
,2021-07-09 02:00:00,11,2,9,Leichter Nebel,14,14,0.3,
,2021-07-09 03:00:00,3,0,3,Leichter Nebel,14,14,0.4,
,2021-07-09 04:00:00,7,7,0,Leichter Nebel,14,14,0.2,
,2021-07-09 05:00:00,26,16,10,Leichter Regenfall,14,14,0.1,
,2021-07-09 06:00:00,153,89,64,Leichter Regenfall,14,14,0.2,
,2021-07-09 07:00:00,774,523,251,Leichter Regenfall,15,15,0.1,
,2021-07-09 08:00:00,656,367,289,Leichter Nebel,15,15,0.2,
,2021-07-09 09:00:00,669,389,280,Leichter Nebel,16,16,0.2,
,2021-07-09 10:00:00,571,342,229,Leichter Nebel,17,17,0.1,
,2021-07-09 11:00:00,716,358,358,Leichter Regenschauer,19,19,0.1,
,2021-07-09 12:00:00,876,384,492,Leichter Regenschauer,20,20,0.1,
,2021-07-09 13:00:00,932,385,547,Leichter Regenschauer,21,21,0,
,2021-07-09 14:00:00,892,447,445,Leicht bewölkt,22,22,0,
,2021-07-09 15:00:00,930,442,488,Leicht bewölkt,23,25,0,
,2021-07-09 16:00:00,902,436,466,Leicht bewölkt,22,24,0,
,2021-07-09 17:00:00,965,474,491,Leicht bewölkt,22,22,0,
,2021-07-09 18:00:00,925,463,462,Leicht bewölkt,21,21,0,
,2021-07-09 19:00:00,727,404,323,Leicht bewölkt,20,20,0,
,2021-07-09 20:00:00,650,312,338,Leicht bewölkt,19,19,0,
,2021-07-09 21:00:00,507,225,282,Leicht bewölkt,17,17,0,
,2021-07-09 22:00:00,363,149,214,Leicht bewölkt,16,16,0,
,2021-07-09 23:00:00,330,121,209,Leicht bewölkt,14,14,0,
,2021-07-10 00:00:00,251,78,173,Leicht bewölkt,13,13,0,
,2021-07-10 01:00:00,158,48,110,Leicht bewölkt,12,12,0,
,2021-07-10 02:00:00,124,31,93,Leicht bewölkt,12,12,0,
,2021-07-10 03:00:00,100,34,66,Leicht bewölkt,11,11,0,
,2021-07-10 04:00:00,34,15,19,Leicht bewölkt,12,12,0,
,2021-07-10 05:00:00,36,22,14,Leicht bewölkt,13,13,0,
,2021-07-10 06:00:00,85,51,34,Leicht bewölkt,14,14,0,
,2021-07-10 07:00:00,99,54,45,Leicht bewölkt,16,16,0,
,2021-07-10 08:00:00,322,173,149,Leicht bewölkt,18,18,0,
,2021-07-10 09:00:00,587,359,228,Leicht bewölkt,19,19,0,
,2021-07-10 10:00:00,741,392,349,Leicht bewölkt,20,20,0,
,2021-07-10 11:00:00,751,408,343,Leicht bewölkt,21,21,0,
,2021-07-10 12:00:00,813,418,395,Leicht bewölkt,22,24,0,
,2021-07-10 13:00:00,794,377,417,Leicht bewölkt,23,24,0,
,2021-07-10 14:00:00,816,403,413,Leicht bewölkt,24,25,0,
,2021-07-10 15:00:00,832,401,431,Leicht bewölkt,24,26,0,
,2021-07-10 16:00:00,768,368,400,Leicht bewölkt,24,25,0,
,2021-07-10 17:00:00,816,422,394,Leicht bewölkt,23,25,0,
,2021-07-10 18:00:00,801,393,408,Leicht bewölkt,23,25,0,
,2021-07-10 19:00:00,683,352,331,Leicht bewölkt,22,22,0,
,2021-07-10 20:00:00,593,284,309,Leicht bewölkt,21,21,0.1,
,2021-07-10 21:00:00,607,248,359,Leicht bewölkt,20,20,0.1,
,2021-07-10 22:00:00,352,159,193,Leicht bewölkt,19,19,0,
,2021-07-10 23:00:00,148,40,108,Leichter Regenschauer,17,17,0.1,
,2021-07-11 00:00:00,167,40,127,Leichter Regenschauer,16,16,0.2,
,2021-07-11 01:00:00,87,24,63,Leichter Regenschauer,15,15,0.1,
,2021-07-11 02:00:00,91,22,69,Bedeckt,15,15,0,
,2021-07-11 03:00:00,83,27,56,Bedeckt,15,15,0,
,2021-07-11 04:00:00,29,5,24,Bedeckt,15,15,0,
,2021-07-11 05:00:00,30,18,12,Leichter Regenschauer,16,16,0,
,2021-07-11 06:00:00,41,28,13,Leichter Regenschauer,16,16,0,
,2021-07-11 07:00:00,67,27,40,Leichter Regenschauer,18,18,0,
,2021-07-11 08:00:00,133,54,79,Bewölkt,19,19,0,
,2021-07-11 09:00:00,292,145,147,Bewölkt,20,20,0,
,2021-07-11 10:00:00,369,181,188,Bewölkt,21,21,0,
,2021-07-11 11:00:00,441,233,208,Stellenweiser Regenfall,22,24,0,
,2021-07-11 12:00:00,500,238,262,Stellenweiser Regenfall,23,25,0,
,2021-07-11 13:00:00,596,300,296,Stellenweiser Regenfall,24,25,0,
,2021-07-11 14:00:00,675,352,323,Leicht bewölkt,24,26,0,
,2021-07-11 15:00:00,616,341,275,Leicht bewölkt,25,26,0,
,2021-07-11 16:00:00,643,313,330,Leicht bewölkt,24,26,0,
,2021-07-11 17:00:00,692,356,336,Leicht bewölkt,24,25,0,
,2021-07-11 18:00:00,621,292,329,Leicht bewölkt,23,25,0,
,2021-07-11 19:00:00,653,342,311,Leicht bewölkt,23,25,0,
,2021-07-11 20:00:00,637,318,319,Leicht bewölkt,22,22,0,
,2021-07-11 21:00:00,295,111,184,Leicht bewölkt,21,21,0,
,2021-07-11 22:00:00,147,48,99,Leicht bewölkt,20,20,0,
,2021-07-11 23:00:00,114,44,70,Leicht bewölkt,18,18,0,
,2021-07-12 00:00:00,374,136,238,Leicht bewölkt,17,17,0,
,2021-07-12 01:00:00,65,16,49,Leicht bewölkt,16,16,0,
,2021-07-12 02:00:00,14,6,8,Leicht bewölkt,15,16,0,
,2021-07-12 03:00:00,4,4,0,Leicht bewölkt,15,15,0,
,2021-07-12 04:00:00,7,4,3,Leicht bewölkt,16,16,0,
,2021-07-12 05:00:00,50,32,18,Leicht bewölkt,17,17,0,
,2021-07-12 06:00:00,210,127,83,Leicht bewölkt,18,18,0,
,2021-07-12 07:00:00,676,343,333,Leicht bewölkt,20,20,0,
,2021-07-12 08:00:00,837,488,349,Leicht bewölkt,21,21,0,
,2021-07-12 09:00:00,667,381,286,Leicht bewölkt,23,24,0,
,2021-07-12 10:00:00,648,369,279,Leicht bewölkt,25,26,0,
,2021-07-12 11:00:00,676,355,321,Leicht bewölkt,26,27,0,
,2021-07-12 12:00:00,863,391,472,Leicht bewölkt,28,29,0,
,2021-07-12 13:00:00,909,453,456,Leicht bewölkt,28,29,0,
,2021-07-12 14:00:00,887,471,416,Leicht bewölkt,28,30,0,
,2021-07-12 15:00:00,1058,525,533,Leicht bewölkt,29,31,0,
,2021-07-12 16:00:00,1032,505,527,Leicht bewölkt,28,30,0,
,2021-07-12 17:00:00,1115,509,606,Leicht bewölkt,27,30,0.2,
,2021-07-12 18:00:00,1046,473,573,Leicht bewölkt,27,30,0.3,
,2021-07-12 19:00:00,789,367,422,Leicht bewölkt,26,29,0.2,
,2021-07-12 20:00:00,550,250,300,Nieselregen mit Gewitter,25,29,0.3,
,2021-07-12 21:00:00,426,183,243,Nieselregen mit Gewitter,24,28,0.4,
,2021-07-12 22:00:00,258,90,168,Nieselregen mit Gewitter,22,25,0.2,
,2021-07-12 23:00:00,145,50,95,Leichter Regenschauer,20,20,0.1,
,2021-07-13 00:00:00,63,29,34,Leichter Regenschauer,18,18,0.2,
,2021-07-13 01:00:00,32,11,21,Leichter Regenschauer,17,17,0.1,
,2021-07-13 02:00:00,16,7,9,Leichter Nebel,16,16,0.4,
,2021-07-13 03:00:00,6,4,2,Leichter Nebel,15,15,0.5,
,2021-07-13 04:00:00,7,5,2,Leichter Nebel,15,15,0.3,
,2021-07-13 05:00:00,42,24,18,Leichter Regenschauer,15,15,0.8,
,2021-07-13 06:00:00,128,77,51,Leichter Regenschauer,16,16,1,
,2021-07-13 07:00:00,312,125,187,Leichter Regenschauer,15,15,0.5,
,2021-07-13 08:00:00,559,323,236,Mäßiger Regenfall,15,14,0.6,
,2021-07-13 09:00:00,391,236,155,Mäßiger Regenfall,14,13,0.8,
,2021-07-13 10:00:00,226,108,118,Mäßiger Regenfall,14,13,0.4,
,2021-07-13 11:00:00,225,125,100,Leichter Regenfall,13,12,0.7,
,2021-07-13 12:00:00,351,166,185,Leichter Regenfall,13,12,0.9,
,2021-07-13 13:00:00,390,181,209,Leichter Regenfall,13,12,0.4,
,2021-07-13 14:00:00,449,238,211,Leichter Regenfall,13,13,0.3,
,2021-07-13 15:00:00,550,303,247,Leichter Regenfall,13,13,0.4,
,2021-07-13 16:00:00,648,319,329,Leichter Regenfall,13,13,0.2,
,2021-07-13 17:00:00,647,310,337,Nieselregen,13,13,0,
,2021-07-13 18:00:00,717,320,397,Nieselregen,13,13,0,
,2021-07-13 19:00:00,526,246,280,Nieselregen,13,13,0,
,2021-07-13 20:00:00,416,205,211,Leichter Nebel,13,13,0.4,
,2021-07-13 21:00:00,276,121,155,Leichter Nebel,13,13,0.5,
,2021-07-13 22:00:00,204,90,114,Leichter Nebel,13,13,0.2,
,2021-07-13 23:00:00,116,40,76,Leichter Regenfall,13,13,1.1,
,2021-07-14 00:00:00,62,30,32,Leichter Regenfall,13,13,2.3,
,2021-07-14 01:00:00,46,15,31,Leichter Regenfall,13,13,1.1,
,2021-07-14 02:00:00,11,7,4,Mäßiger Regenfall,13,13,2.7,
,2021-07-14 03:00:00,14,9,5,Mäßiger Regenfall,13,13,3.6,
,2021-07-14 04:00:00,7,5,2,Mäßiger Regenfall,13,13,1.8,
,2021-07-14 05:00:00,46,32,14,Starker Regenfall,13,13,4.8,
,2021-07-14 06:00:00,154,95,59,Starker Regenfall,13,13,6.4,
,2021-07-14 07:00:00,768,486,282,Starker Regenfall,13,13,3.2,
,2021-07-14 08:00:00,739,434,305,Starker Regenfall,13,12,2.4,
,2021-07-14 09:00:00,527,305,222,Starker Regenfall,13,12,3.2,
,2021-07-14 10:00:00,516,292,224,Starker Regenfall,13,12,1.6,
,2021-07-14 11:00:00,529,276,253,Mäßiger Regenfall,13,12,0.3,
,2021-07-14 12:00:00,691,320,371,Mäßiger Regenfall,13,12,0.4,
,2021-07-14 13:00:00,902,390,512,Mäßiger Regenfall,13,12,0.2,
,2021-07-14 14:00:00,761,371,390,Bewölkt,13,12,0.6,
,2021-07-14 15:00:00,845,372,473,Bewölkt,13,12,0.8,
,2021-07-14 16:00:00,1025,485,540,Bewölkt,13,12,0.4,
,2021-07-14 17:00:00,850,391,459,Mäßiger Regenfall,13,12,2.1,
,2021-07-14 18:00:00,848,381,467,Mäßiger Regenfall,13,12,2.8,
,2021-07-14 19:00:00,591,232,359,Mäßiger Regenfall,13,12,1.4,
,2021-07-14 20:00:00,411,187,224,Starker Regenfall,13,12,2.8,
,2021-07-14 21:00:00,254,107,147,Starker Regenfall,13,12,3.7,
,2021-07-14 22:00:00,206,82,124,Starker Regenfall,13,12,1.8,
,2021-07-14 23:00:00,112,45,67,Mäßiger Regenfall,14,12,0.9,
,2021-07-15 00:00:00,74,22,52,Mäßiger Regenfall,14,12,1.8,
,2021-07-15 01:00:00,36,11,25,Mäßiger Regenfall,14,12,0.9,
,2021-07-15 02:00:00,12,4,8,Nieselregen,14,12,1.5,
,2021-07-15 03:00:00,4,2,2,Nieselregen,14,12,2,
,2021-07-15 04:00:00,5,3,2,Nieselregen,14,13,1,
,2021-07-15 05:00:00,25,15,10,Mäßiger Regenfall,14,13,1.3,
,2021-07-15 06:00:00,112,55,57,Mäßiger Regenfall,14,13,1.8,
,2021-07-15 07:00:00,651,425,226,Mäßiger Regenfall,14,13,0.9,
,2021-07-15 08:00:00,620,365,255,Mäßiger Regenfall,14,13,0.8,
,2021-07-15 09:00:00,552,329,223,Mäßiger Regenfall,15,13,1,
,2021-07-15 10:00:00,396,224,172,Mäßiger Regenfall,15,13,0.5,
,2021-07-15 11:00:00,479,231,248,Leichter Regenfall,15,13,0.6,
,2021-07-15 12:00:00,585,288,297,Leichter Regenfall,15,13,0.8,
,2021-07-15 13:00:00,687,293,394,Leichter Regenfall,15,14,0.4,
,2021-07-15 14:00:00,590,279,311,Leichter Regenfall,15,14,0.4,
,2021-07-15 15:00:00,608,267,341,Leichter Regenfall,15,14,0.5,
,2021-07-15 16:00:00,657,320,337,Leichter Regenfall,15,14,0.3,
,2021-07-15 17:00:00,745,351,394,Leichter Regenfall,15,14,0.6,
,2021-07-15 18:00:00,689,297,392,Leichter Regenfall,15,14,0.8,
,2021-07-15 19:00:00,478,224,254,Leichter Regenfall,14,13,0.4,
,2021-07-15 20:00:00,342,148,194,Leichter Regenfall,14,13,0.3,
,2021-07-15 21:00:00,198,85,113,Leichter Regenfall,14,13,0.4,
,2021-07-15 22:00:00,191,88,103,Leichter Regenfall,13,13,0.2,
,2021-07-15 23:00:00,120,40,80,Leichter Regenschauer,12,12,0.3,
,2021-07-16 00:00:00,71,23,48,Leichter Regenschauer,12,12,0.5,
,2021-07-16 01:00:00,56,19,37,Leichter Regenschauer,12,12,0.3,
,2021-07-16 02:00:00,30,19,11,Nieselregen,13,13,0.1,
,2021-07-16 03:00:00,17,11,6,Nieselregen,14,14,0.2,
,2021-07-16 04:00:00,12,4,8,Nieselregen,14,14,0.1,
,2021-07-16 05:00:00,25,16,9,Leichter Regenschauer,14,14,0.2,
,2021-07-16 06:00:00,138,83,55,Leichter Regenschauer,14,14,0.3,
,2021-07-16 07:00:00,771,524,247,Leichter Regenschauer,14,15,0.1,
,2021-07-16 08:00:00,751,454,297,Leichter Regenschauer,15,15,0.2,
,2021-07-16 09:00:00,647,409,238,Leichter Regenschauer,16,16,0.2,
,2021-07-16 10:00:00,485,284,201,Leichter Regenschauer,16,17,0.1,
,2021-07-16 11:00:00,613,327,286,Leichter Regenschauer,17,17,0.2,
,2021-07-16 12:00:00,811,341,470,Leichter Regenschauer,18,18,0.3,
,2021-07-16 13:00:00,953,401,552,Leichter Regenschauer,19,19,0.2,
,2021-07-16 14:00:00,777,392,385,Leichter Regenschauer,19,19,0.2,
,2021-07-16 15:00:00,881,453,428,Leichter Regenschauer,20,20,0.3,
,2021-07-16 16:00:00,867,433,434,Leichter Regenschauer,20,20,0.1,
,2021-07-16 17:00:00,935,457,478,Stellenweiser Regenfall,20,20,0.1,
,2021-07-16 18:00:00,770,378,392,Stellenweiser Regenfall,19,19,0.2,
,2021-07-16 19:00:00,723,350,373,Stellenweiser Regenfall,18,18,0.1,
,2021-07-16 20:00:00,556,282,274,Stellenweiser Regenfall,17,17,0.1,
,2021-07-16 21:00:00,417,199,218,Stellenweiser Regenfall,15,15,0.2,
,2021-07-16 22:00:00,310,129,181,Stellenweiser Regenfall,14,14,0.1,
,2021-07-16 23:00:00,282,115,167,Leichter Regenschauer,13,13,0.2,
,2021-07-17 00:00:00,194,69,125,Leichter Regenschauer,12,12,0.4,
,2021-07-17 01:00:00,139,42,97,Leichter Regenschauer,12,12,0.2,
,2021-07-17 02:00:00,98,23,75,Leichter Regenschauer,12,12,0.1,
,2021-07-17 03:00:00,63,17,46,Leichter Regenschauer,12,12,0.1,
,2021-07-17 04:00:00,29,10,19,Leichter Regenschauer,12,13,0,
,2021-07-17 05:00:00,41,19,22,Leichter Nebel,13,14,0,
,2021-07-17 06:00:00,65,34,31,Leichter Nebel,14,14,0,
,2021-07-17 07:00:00,107,48,59,Leichter Nebel,15,15,0,
,2021-07-17 08:00:00,220,117,103,Leichter Nebel,16,16,0,
,2021-07-17 09:00:00,371,209,162,Leichter Nebel,17,17,0,
,2021-07-17 10:00:00,484,275,209,Leichter Nebel,18,18,0,
,2021-07-17 11:00:00,583,330,253,Leichter Regenschauer,18,18,0.3,
,2021-07-17 12:00:00,624,337,287,Leichter Regenschauer,19,19,0.4,
,2021-07-17 13:00:00,625,348,277,Leichter Regenschauer,19,19,0.2,
,2021-07-17 14:00:00,707,350,357,Leichter Regenschauer,20,20,0.6,
,2021-07-17 15:00:00,744,337,407,Leichter Regenschauer,20,20,0.8,
,2021-07-17 16:00:00,596,272,324,Leichter Regenschauer,20,20,0.4,
,2021-07-17 17:00:00,685,300,385,Stellenweiser Regenfall,19,19,1.1,
,2021-07-17 18:00:00,569,271,298,Stellenweiser Regenfall,19,19,1.4,
,2021-07-17 19:00:00,474,216,258,Stellenweiser Regenfall,18,18,0.7,
,2021-07-17 20:00:00,370,204,166,Mäßiger bis starker Regenschauer,17,17,0.5,
,2021-07-17 21:00:00,299,150,149,Mäßiger bis starker Regenschauer,16,16,0.7,
,2021-07-17 22:00:00,176,59,117,Mäßiger bis starker Regenschauer,16,16,0.4,
,2021-07-17 23:00:00,170,55,115,Leichter Regenschauer,16,16,1.1,
,2021-07-18 00:00:00,165,44,121,Leichter Regenschauer,16,16,2.2,
,2021-07-18 01:00:00,118,41,77,Leichter Regenschauer,16,16,1.1,
,2021-07-18 02:00:00,67,27,40,Mäßiger bis starker Regenschauer,15,15,0.5,
,2021-07-18 03:00:00,67,21,46,Mäßiger bis starker Regenschauer,15,15,0.6,
,2021-07-18 04:00:00,27,11,16,Mäßiger bis starker Regenschauer,16,16,0.3,
,2021-07-18 05:00:00,16,8,8,Leichter Regenschauer,16,16,0.1,
,2021-07-18 06:00:00,62,34,28,Leichter Regenschauer,16,16,0.2,
,2021-07-18 07:00:00,56,28,28,Leichter Regenschauer,17,17,0.1,
,2021-07-18 08:00:00,140,78,62,Leichter Regenschauer,18,18,0.1,
,2021-07-18 09:00:00,289,169,120,Leichter Regenschauer,18,18,0.1,
,2021-07-18 10:00:00,421,225,196,Leichter Regenschauer,20,20,0,
,2021-07-18 11:00:00,565,267,298,Stellenweiser Regenfall,21,21,0,
,2021-07-18 12:00:00,529,229,300,Stellenweiser Regenfall,22,22,0,
,2021-07-18 13:00:00,622,318,304,Stellenweiser Regenfall,22,24,0,
,2021-07-18 14:00:00,671,330,341,Stellenweiser Regenfall,23,24,0,
,2021-07-18 15:00:00,633,325,308,Stellenweiser Regenfall,23,25,0,
,2021-07-18 16:00:00,672,354,318,Stellenweiser Regenfall,22,24,0,
,2021-07-18 17:00:00,677,364,313,Leicht bewölkt,21,21,0,
,2021-07-18 18:00:00,627,302,325,Leicht bewölkt,20,20,0,
,2021-07-18 19:00:00,605,287,318,Leicht bewölkt,19,19,0,
,2021-07-18 20:00:00,474,210,264,Leicht bewölkt,18,17,0,
,2021-07-18 21:00:00,343,147,196,Leicht bewölkt,16,16,0,
,2021-07-18 22:00:00,210,85,125,Leicht bewölkt,15,15,0,
,2021-07-18 23:00:00,95,38,57,Leicht bewölkt,15,14,0,
,2021-07-19 00:00:00,66,30,36,Leicht bewölkt,14,14,0,
,2021-07-19 01:00:00,29,13,16,Leicht bewölkt,13,13,0,
,2021-07-19 02:00:00,17,6,11,Leicht bewölkt,13,13,0,
,2021-07-19 03:00:00,10,6,4,Leicht bewölkt,13,13,0,
,2021-07-19 04:00:00,11,7,4,Leicht bewölkt,13,13,0,
,2021-07-19 05:00:00,61,32,29,Leichter Nebel,14,14,0,
,2021-07-19 06:00:00,200,113,87,Leichter Nebel,15,15,0,
,2021-07-19 07:00:00,1033,659,374,Leichter Nebel,16,16,0,
,2021-07-19 08:00:00,857,506,351,Leicht bewölkt,18,18,0,
,2021-07-19 09:00:00,726,396,330,Leicht bewölkt,19,19,0,
,2021-07-19 10:00:00,602,316,286,Leicht bewölkt,21,21,0,
,2021-07-19 11:00:00,692,353,339,Leicht bewölkt,22,22,0,
,2021-07-19 12:00:00,883,352,531,Leicht bewölkt,23,24,0,
,2021-07-19 13:00:00,1051,480,571,Leicht bewölkt,23,24,0,
,2021-07-19 14:00:00,1009,526,483,Leicht bewölkt,24,25,0,
,2021-07-19 15:00:00,1126,536,590,Leicht bewölkt,24,25,0,
,2021-07-19 16:00:00,1176,564,612,Leicht bewölkt,23,25,0,
,2021-07-19 17:00:00,1240,628,612,Leicht bewölkt,23,24,0,
,2021-07-19 18:00:00,1119,488,631,Leicht bewölkt,22,24,0,
,2021-07-19 19:00:00,844,393,451,Leicht bewölkt,21,21,0,
,2021-07-19 20:00:00,575,280,295,Leicht bewölkt,20,20,0.1,
,2021-07-19 21:00:00,485,189,296,Leicht bewölkt,18,18,0.1,
,2021-07-19 22:00:00,305,110,195,Leicht bewölkt,17,17,0.1,
,2021-07-19 23:00:00,158,60,98,Stellenweiser Regenfall,16,16,0.1,
,2021-07-20 00:00:00,76,23,53,Stellenweiser Regenfall,15,14,0.1,
,2021-07-20 01:00:00,59,13,46,Stellenweiser Regenfall,14,14,0.1,
,2021-07-20 02:00:00,25,13,12,Stellenweiser Regenfall,13,13,0,
,2021-07-20 03:00:00,26,10,16,Stellenweiser Regenfall,12,12,0,
,2021-07-20 04:00:00,11,7,4,Stellenweiser Regenfall,13,13,0,
,2021-07-20 05:00:00,62,39,23,Leichter Nebel,14,14,0,
,2021-07-20 06:00:00,233,134,99,Leichter Nebel,14,14,0,
,2021-07-20 07:00:00,1053,682,371,Leichter Nebel,16,16,0,
,2021-07-20 08:00:00,961,552,409,Leicht bewölkt,17,17,0,
,2021-07-20 09:00:00,795,454,341,Leicht bewölkt,18,18,0,
,2021-07-20 10:00:00,663,370,293,Leicht bewölkt,19,19,0,
,2021-07-20 11:00:00,841,392,449,Leicht bewölkt,20,20,0,
,2021-07-20 12:00:00,1063,412,651,Leicht bewölkt,22,22,0,
,2021-07-20 13:00:00,1031,462,569,Leicht bewölkt,22,22,0,
,2021-07-20 14:00:00,966,492,474,Leicht bewölkt,22,24,0,
,2021-07-20 15:00:00,1309,634,675,Leicht bewölkt,23,25,0,
,2021-07-20 16:00:00,1234,618,616,Leicht bewölkt,22,22,0,
,2021-07-20 17:00:00,1292,631,661,Leicht bewölkt,21,21,0,
,2021-07-20 18:00:00,1273,613,660,Leicht bewölkt,20,20,0,
,2021-07-20 19:00:00,977,485,492,Leicht bewölkt,19,19,0,
,2021-07-20 20:00:00,690,317,373,Leicht bewölkt,17,17,0,
,2021-07-20 21:00:00,538,183,355,Leicht bewölkt,16,16,0,
